Sample_Name,BioSample,BioProject,Other_Name,Other_ID,Dataset,City/Location,Country,Continent,Location_Descriptor,Material,Latitude,Longitude,Lat-Long,Depth [IN M],Date_Collected,cb-broad-desc,cb-narrow-desc,cb-material-type,sra:env_broad_scale,sra:env_local_scale,sra:env_medium
ERR594321,,ERS490602,TARA_076_DCM_0.22-0.45,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-21.0292,-35.3498,150,,10/16/10 16:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599040,,ERS490597,TARA_076_DCM_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-21.0292,-35.3498,150,,10/16/10 16:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599148,,ERS490597,TARA_076_DCM_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-21.0292,-35.3498,150,,10/16/10 16:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594298,,ERS490603,TARA_076_DCM_0.45-0.8,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-21.0292,-35.3498,150,,10/16/10 16:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599000,,ERS490633,TARA_076_MES_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9315,-35.1794,800,,10/17/10 9:05,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599154,,ERS490633,TARA_076_MES_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9315,-35.1794,800,,10/17/10 9:05,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR594333,,ERS490643,TARA_076_MES_0.45-0.8,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9315,-35.1794,800,,10/17/10 9:05,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR594354,,ERS490557,TARA_076_SRF_<-0.22,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9354,-35.1803,5,,10/16/10 9:55,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594310,,ERS490547,TARA_076_SRF_0.22-0.45,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9354,-35.1803,5,,10/16/10 9:55,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599010,,ERS490542,TARA_076_SRF_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9354,-35.1803,5,,10/16/10 9:55,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599126,,ERS490542,TARA_076_SRF_0.22-3,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9354,-35.1803,5,,10/16/10 9:55,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594286,,ERS490548,TARA_076_SRF_0.45-0.8,,tara,TARA_076,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-20.9354,-35.1803,5,,10/16/10 9:55,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594336,,ERS490696,TARA_078_DCM_0.22-0.45,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1484,-43.2705,120,,11/4/10 18:16,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599046,,ERS490691,TARA_078_DCM_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1484,-43.2705,120,,11/4/10 18:16,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599101,,ERS490691,TARA_078_DCM_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1484,-43.2705,120,,11/4/10 18:16,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594303,,ERS490697,TARA_078_DCM_0.45-0.8,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1484,-43.2705,120,,11/4/10 18:16,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599124,,ERS490714,TARA_078_MES_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1471,-43.2915,800,,11/5/10 12:33,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599159,,ERS490714,TARA_078_MES_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1471,-43.2915,800,,11/5/10 12:33,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR594289,,ERS490722,TARA_078_MES_0.45-0.8,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1471,-43.2915,800,,11/5/10 12:33,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR594411,,ERS490676,TARA_078_SRF_<-0.22,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1367,-43.2899,5,,11/4/10 10:04,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594340,,ERS490664,TARA_078_SRF_0.22-0.45,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1367,-43.2899,5,,11/4/10 10:04,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599006,,ERS490659,TARA_078_SRF_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1367,-43.2899,5,,11/4/10 10:04,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599022,,ERS490659,TARA_078_SRF_0.22-3,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1367,-43.2899,5,,11/4/10 10:04,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594332,,ERS490665,TARA_078_SRF_0.45-0.8,,tara,TARA_078,(SAO) South Atlantic Ocean [MRGID:1914],(SATL) South Atlantic Gyral Province [MRGID:21459],,Trades,-30.1367,-43.2899,5,,11/4/10 10:04,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594409,,ERS490953,TARA_082_DCM_<-0.22,,tara,TARA_082,(SAO) South Atlantic Ocean [MRGID:1914],(FKLD) Southwest Atlantic Shelves Province [MRGID:21469],,Coastal,-47.2007,-57.9446,40,,12/6/10 18:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599027,,ERS490928,TARA_082_DCM_0.22-3,,tara,TARA_082,(SAO) South Atlantic Ocean [MRGID:1914],(FKLD) Southwest Atlantic Shelves Province [MRGID:21469],,Coastal,-47.2007,-57.9446,40,,12/6/10 18:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599122,,ERS490928,TARA_082_DCM_0.22-3,,tara,TARA_082,(SAO) South Atlantic Ocean [MRGID:1914],(FKLD) Southwest Atlantic Shelves Province [MRGID:21469],,Coastal,-47.2007,-57.9446,40,,12/6/10 18:58,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599009,,ERS490885,TARA_082_SRF_0.22-3,,tara,TARA_082,(SAO) South Atlantic Ocean [MRGID:1914],(FKLD) Southwest Atlantic Shelves Province [MRGID:21469],,Coastal,-47.1863,-58.2902,5,,12/6/10 10:33,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599035,,ERS490885,TARA_082_SRF_0.22-3,,tara,TARA_082,(SAO) South Atlantic Ocean [MRGID:1914],(FKLD) Southwest Atlantic Shelves Province [MRGID:21469],,Coastal,-47.1863,-58.2902,5,,12/6/10 10:33,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598945,,ERS491001,TARA_084_SRF_0.22-3,,tara,TARA_084,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-60.2287,-60.6476,5,,1/3/11 11:05,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599059,,ERS491001,TARA_084_SRF_0.22-3,,tara,TARA_084,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-60.2287,-60.6476,5,,1/3/11 11:05,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594377,,ERS491107,TARA_085_DCM_<-0.22,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-62.2231,-49.2139,90,,1/6/11 19:34,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599104,,ERS491095,TARA_085_DCM_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-62.2231,-49.2139,90,,1/6/11 19:34,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599121,,ERS491095,TARA_085_DCM_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-62.2231,-49.2139,90,,1/6/11 19:34,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599008,,ERS491110,TARA_085_MES_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-61.9689,-49.5017,790,,1/7/11 10:39,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599125,,ERS491110,TARA_085_MES_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-61.9689,-49.5017,790,,1/7/11 10:39,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599090,,ERS491044,TARA_085_SRF_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-62.0385,-49.529,5,,1/6/11 10:38,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599176,,ERS491044,TARA_085_SRF_0.22-3,,tara,TARA_085,(SO) Southern Ocean [MRGID:1907],(ANTA) Antarctic Province [MRGID:21502],,Polar,-62.0385,-49.529,5,,1/6/11 10:38,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598965,,ERS491463,TARA_093_DCM_0.22-3,,tara,TARA_093,(SPO) South Pacific Ocean [MRGID:1910],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,-33.9116,-73.0537,35,,3/12/11 19:36,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599064,,ERS491421,TARA_093_SRF_0.22-3,,tara,TARA_093,(SPO) South Pacific Ocean [MRGID:1910],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,-34.0614,-73.1066,5,,3/12/11 11:34,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599050,,ERS491492,TARA_094_SRF_0.22-3,,tara,TARA_094,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-32.7971,-87.0693,5,,3/18/11 11:57,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598967,,ERS491525,TARA_096_SRF_0.22-3,,tara,TARA_096,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-29.7238,-101.1604,5,,3/24/11 13:00,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599042,,ERS491740,TARA_098_DCM_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.826,-111.7294,188,,4/3/11 21:50,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599079,,ERS491740,TARA_098_DCM_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.826,-111.7294,188,,4/3/11 21:50,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599071,,ERS491767,TARA_098_MES_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.8076,-111.6906,488,,4/4/11 13:55,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599085,,ERS491767,TARA_098_MES_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.8076,-111.6906,488,,4/4/11 13:55,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR599093,,ERS491699,TARA_098_SRF_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.8051,-111.7202,5,,4/3/11 13:44,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599120,,ERS491699,TARA_098_SRF_0.22-3,,tara,TARA_098,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-25.8051,-111.7202,5,,4/3/11 13:44,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599024,,ERS491804,TARA_099_SRF_0.22-3,,tara,TARA_099,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-21.146,-104.787,5,,4/9/11 13:56,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599081,,ERS491874,TARA_100_DCM_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-12.9723,-96.0122,50,,4/15/11 19:38,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599113,,ERS491874,TARA_100_DCM_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-12.9723,-96.0122,50,,4/15/11 19:38,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR598946,,ERS491913,TARA_100_MES_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-12.9794,-96.0232,177,,4/16/11 13:03,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326) & marine oxygen minimum zone (ENVO:01000065),,
ERR598953,,ERS491913,TARA_100_MES_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-12.9794,-96.0232,177,,4/16/11 13:03,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326) & marine oxygen minimum zone (ENVO:01000065),,
ERR598981,,ERS491913,TARA_100_MES_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-12.9794,-96.0232,177,,4/16/11 13:03,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326) & marine oxygen minimum zone (ENVO:01000065),,
ERR599063,,ERS491836,TARA_100_SRF_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-13.0023,-95.9759,5,,4/15/11 12:45,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599163,,ERS491836,TARA_100_SRF_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-13.0023,-95.9759,5,,4/15/11 12:45,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599169,,ERS491836,TARA_100_SRF_0.22-3,,tara,TARA_100,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-13.0023,-95.9759,5,,4/15/11 12:45,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598962,,ERS492012,TARA_102_DCM_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.2669,-85.2732,40,,4/22/11 21:13,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599007,,ERS492012,TARA_102_DCM_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.2669,-85.2732,40,,4/22/11 21:13,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599168,,ERS492012,TARA_102_DCM_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.2669,-85.2732,40,,4/22/11 21:13,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599055,,ERS491980,TARA_102_MES_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.261,-85.1678,480,,4/22/11 12:08,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR599128,,ERS491980,TARA_102_MES_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.261,-85.1678,480,,4/22/11 12:08,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR599132,,ERS491980,TARA_102_MES_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.261,-85.1678,480,,4/22/11 12:08,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR598943,,ERS491938,TARA_102_SRF_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.2529,-85.1545,5,,4/21/11 20:07,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598978,,ERS491938,TARA_102_SRF_0.22-3,,tara,TARA_102,(SPO) South Pacific Ocean [MRGID:1910],(PEOD) Pacific Equatorial Divergence Province [MRGID:21489],,Trades,-5.2529,-85.1545,5,,4/21/11 20:07,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594357,,ERS492198,TARA_109_DCM_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594380,,ERS492198,TARA_109_DCM_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594381,,ERS492198,TARA_109_DCM_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594383,,ERS492198,TARA_109_DCM_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR594387,,ERS492198,TARA_109_DCM_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR598952,,ERS492177,TARA_109_DCM_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599065,,ERS492177,TARA_109_DCM_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599108,,ERS492177,TARA_109_DCM_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0299,-84.5546,30,,5/12/11 22:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR598971,,ERS492205,TARA_109_MES_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0649,-84.5546,380,,5/13/11 16:08,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR599067,,ERS492205,TARA_109_MES_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,2.0649,-84.5546,380,,5/13/11 16:08,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR594412,,ERS492160,TARA_109_SRF_<-0.22,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,1.9928,-84.5766,5,,5/12/11 14:00,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598997,,ERS492145,TARA_109_SRF_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,1.9928,-84.5766,5,,5/12/11 14:00,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599118,,ERS492145,TARA_109_SRF_0.22-3,,tara,TARA_109,(NPO) North Pacific Ocean [MRGID:1908],(CHIL) Chile-Peru Current Coastal Province [MRGID:21495],,Coastal,1.9928,-84.5766,5,,5/12/11 14:00,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR599014,,ERS492264,TARA_110_DCM_0.22-3,,tara,TARA_110,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-1.9002,-84.6265,50,,5/21/11 21:00,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599020,,ERS492294,TARA_110_MES_0.22-3,,tara,TARA_110,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-1.8902,-84.6141,380,,5/22/11 13:20,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR599039,,ERS492228,TARA_110_SRF_0.22-3,,tara,TARA_110,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-2.0133,-84.589,5,,5/21/11 12:27,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598961,,ERS492357,TARA_111_DCM_0.22-3,,tara,TARA_111,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-16.9587,-100.6751,90,,5/31/11 20:28,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599086,,ERS492381,TARA_111_MES_0.22-3,,tara,TARA_111,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-16.9486,-100.6715,350,,6/1/11 16:00,water,marine,,(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),,
ERR599077,,ERS492321,TARA_111_SRF_0.22-3,,tara,TARA_111,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-16.9601,-100.6335,5,,5/31/11 14:25,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR598957,,ERS492445,TARA_112_DCM_0.22-3,,tara,TARA_112,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-23.2189,-129.4997,155,,6/15/11 0:55,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
ERR599072,,ERS492471,TARA_112_MES_0.22-3,,tara,TARA_112,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-23.2232,-129.5986,696,,6/15/11 18:43,water,marine,,(MES) mesopelagic zone (ENVO:00000213),,
ERR598954,,ERS492408,TARA_112_SRF_0.22-3,,tara,TARA_112,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-23.2811,-129.3947,5,,6/14/11 16:45,water,marine,,(SRF) surface water layer (ENVO:00002042),,
ERR594284,,ERS492703,TARA_122_DCM_0.1-0.22,,tara,TARA_122,(SPO) South Pacific Ocean [MRGID:1910],"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]",,Trades,-9.0063,-139.1394,115,,7/28/11 17:15,water,marine,,(DCM) deep chlorophyll maximum layer (ENVO:01000326),,
