Sample_Name,BioSample,BioProject,Other_Name,Other_ID,Dataset,City/Location,Country,Continent,Location_Descriptor,Material,Latitude,Longitude,Lat-Long,Depth [IN M],Date_Collected,cb-broad-desc,cb-narrow-desc,cb-material-type,sra:env_broad_scale,sra:env_local_scale,sra:env_medium
SRR5161788,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161794,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161795,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161798,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161800,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161805,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161807,,,,BR-CD1,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD - Cu,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161789,,,,BR-CD2,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD Sediment - CU,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5161792,,,,BR-CD2,acid mine,Pará - Canaa dos Carajas,Brazil,South America,,AMD Sediment - CU,,,-6.44 N -50.04 E,,,epa/contaminant,metallic soil,,,,
SRR5352531,,,,CA-ON,acid mine,Ontario,Canada,North America,,AMD -Ni-Cu,46.65 N,-81.32 E,,,,epa/contaminant,metallic soil,,,,
SRR5352532,,,,CA-ON,acid mine,Ontario,Canada,North America,,AMD -Ni-Cu,46.65 N,-81.32 E,,,,epa/contaminant,metallic soil,,,,
SRR5352534,,,,CA-ON,acid mine,Ontario,Canada,North America,,AMD -Ni-Cu,46.65 N,-81.32 E,,,,epa/contaminant,metallic soil,,,,
SRR5352535,,,,CA-ON,acid mine,Ontario,Canada,North America,,AMD -Ni-Cu,46.65 N,-81.32 E,,,,epa/contaminant,metallic soil,,,,
SRR5352536,,,,CA-ON,acid mine,Ontario,Canada,North America,,AMD -Ni-Cu,46.65 N,-81.32 E,,,,epa/contaminant,metallic soil,,,,
SRR359000,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359001,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359002,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359019,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359020,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359021,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359022,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359023,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359024,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359025,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359026,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359027,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359028,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359029,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359030,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR359031,,,,USA-RI,acid mine,"Richmond Mines, California",USA,North America,,Biofilm - Pyrites,40.67 N,-122.53 E,,,,epa/contaminant,metallic soil,,,,
SRR6651931,PRJNA351262,SAMN08397705,,,atacama desert,Atacama Desert,Chile,South America,halite crust,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651932,PRJNA351262,SAMN08397704,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651934,PRJNA351262,SAMN08397687,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651935,PRJNA351262,SAMN08397688,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651936,PRJNA351262,SAMN08397689,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651937,PRJNA351262,SAMN08397682,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651938,PRJNA351262,SAMN08397683,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651939,PRJNA351262,SAMN08397684,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651940,PRJNA351262,SAMN08397685,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651941,PRJNA351262,SAMN08397690,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651942,PRJNA351262,SAMN08397691,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651947,PRJNA351262,SAMN08397696,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651948,PRJNA351262,SAMN08397697,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651949,PRJNA351262,SAMN08397698,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651950,PRJNA351262,SAMN08397699,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651951,PRJNA351262,SAMN08397700,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651952,PRJNA351262,SAMN08397701,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651926,PRJNA351262,SAMN08397707,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651927,PRJNA351262,SAMN08397706,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651928,PRJNA351262,SAMN08397708,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651929,PRJNA351262,SAMN08397703,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651930,PRJNA351262,SAMN08397702,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651933,PRJNA351262,SAMN08397686,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651943,PRJNA351262,SAMN08397692,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651944,PRJNA351262,SAMN08397693,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651945,PRJNA351262,SAMN08397694,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
SRR6651946,PRJNA351262,SAMN08397695,,,atacama desert,Atacama Desert,Chile,South America,,,,,21.21 S 69.84 W,,,soil ,hot desert soil,soil/sediment,,,
ERR11420197,PRJEB61734,SAMEA112992164,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420198,PRJEB61734,SAMEA112992165,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420194,PRJEB61734,SAMEA112992161,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420196,PRJEB61734,SAMEA112992163,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420201,PRJEB61734,SAMEA112992168,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420202,PRJEB61734,SAMEA112992169,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420192,PRJEB61734,SAMEA112992159,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420193,PRJEB61734,SAMEA112992160,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420195,PRJEB61734,SAMEA112992162,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420199,PRJEB61734,SAMEA112992166,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420200,PRJEB61734,SAMEA112992167,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
ERR11420203,PRJEB61734,SAMEA112992170,,,australian hypersaline lakes,,,Australia,,,,,,,,water,hypersaline ,,,,
SRR9320191,PRJNA540505,SAMN11539494,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28638 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320193,PRJNA540505,SAMN11539496,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28640 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320194,PRJNA540505,SAMN11539495,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28639 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320187,PRJNA540505,SAMN11539492,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28636 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320188,PRJNA540505,SAMN11539491,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28635 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320192,PRJNA540505,SAMN11539493,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28637 W,,,epa/contaminant,soil,soil/sediment,,,
SRR9320195,PRJNA540505,SAMN11539498,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28642 W,,,epa/contaminant,water,water,,,
SRR9320196,PRJNA540505,SAMN11539497,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28641 W,,,epa/contaminant,water,water,,,
SRR9320197,PRJNA540505,SAMN11539500,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28644 W,,,epa/contaminant,water,water,,,
SRR9320198,PRJNA540505,SAMN11539499,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28643 W,,,epa/contaminant,water,water,,,
SRR9320199,PRJNA540505,SAMN11539501,,,ely copper,Ely Copper,USA,North America,,,,,43.91924 N 72.28645 W,,,epa/contaminant,water,water,,,
,,,13114.angenent.65.s001,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s002,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s003,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s004,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s005,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s006,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s007,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s008,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.angenent.65.s009,,EMP,,,,,bioreactor metagenome,,,,,,bioreactor ,bioreactor ,,,,
,,,13114.berry.2.s001,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s002,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s003,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s004,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s005,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s006,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s007,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s008,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s009,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s010,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s011,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s012,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s013,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s014,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s015,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s016,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s017,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s018,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s019,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.berry.2.s020,,EMP,,,,,freshwater sediment metagenome,,,,,,water,freshwater,soil/sediment,,,
,,,13114.bittleston.68.s001,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s002,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s003,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s004,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s005,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s006,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s007,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s008,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s009,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s010,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s011,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s012,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s013,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s014,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.bittleston.68.s015,,EMP,,,,,plant metagenome,,,,,,living-organism,plant,,,,
,,,13114.BLANK1.1A,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK1.1B,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK1.1C,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK1.1D,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK2.2A,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK2.2B,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK2.2C,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK2.2D,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK3.3A,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK3.3B,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK3.3C,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK3.3D,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK4.3A,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK4.3B,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK4.3C,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.BLANK4.3D,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.bowen.74.s001,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s002,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s003,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s004,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s005,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s006,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s007,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s008,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s009,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s010,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s011,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s012,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s013,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s014,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s015,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.bowen.74.s016,,EMP,,,,,marine sediment metagenome,,,,,,water,marine ,soil/sediment,,,
,,,13114.distel.72.s001,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s002,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s003,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s004,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s005,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s006,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s007,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s008,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s009,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s010,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s011,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s012,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s013,,EMP,,,,,mollusc metagenome,,,,,,living-organism,mollusc,,,,
,,,13114.distel.72.s014,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.distel.72.s015,,EMP,,,,,metagenome,,,,,,living-organism,metagenome,,,,
,,,13114.girguis.50.s001,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s002,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s003,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s004,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s005,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s006,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s007,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s008,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s009,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s010,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s011,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.girguis.50.s012,,EMP,,,,,gut metagenome,,,,,,living-organism,gut ,,,,
,,,13114.jensen.43.s001,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s002,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s003,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s004,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s005,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s006,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s007,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s008,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s009,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s010,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s011,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s012,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s013,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s014,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s015,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s016,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s017,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s018,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.jensen.43.s019,,EMP,,,,,marine sediment metagenome,,,,,,soil,marine ,soil/sediment,,,
,,,13114.king.27.s001,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s002,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s003,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s004,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s005,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s006,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s007,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s008,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s009,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s010,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s011,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s012,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s013,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s014,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s015,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s016,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s017,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
,,,13114.king.27.s018,,EMP,,,,,soil metagenome,,,,,,soil,soil,soil/sediment,,,
